,ros_time,wheel_meas_index,cmd_right_vel,meas_right_vel,js_right_vel,imu_vel
43,1604064912888622045,0,0.0,0,0,0.0
44,1604064912898639917,0,0.0,0,0,0.0
45,1604064912908593893,0,0.0,0,0,0.0
46,1604064912918564081,0,0.0,0,0,0.0
47,1604064912928497076,0,0.0,0,0,0.0
48,1604064912938539981,0,0.0,0,0,0.0
49,1604064912948550939,0,0.0,0,0,0.0
50,1604064912958527088,0,0.0,0,0,0.0
51,1604064912968508958,0,0.0,0,0,0.0
52,1604064912978527069,0,0.0,0,0,0.0
53,1604064912988527059,0,0.0,0,0,0.0
54,1604064912998567104,0,0.0,0,0,0.0
55,1604064913008528947,0,0.0,0,0,0.0
56,1604064913018542051,0,0.0,0,0,0.0
57,1604064913028466939,0,0.0,0,0,0.0
58,1604064913038508892,0,0.0,0,0,0.0
59,1604064913048656940,0,0.0,0,0,0.0
60,1604064913058525085,0,0.0,0,0,0.0
61,1604064913068511009,0,0.0,0,0,0.0
62,1604064913078519105,0,0.0,0,0,0.0
63,1604064913088507890,0,0.0,0,0,0.0
64,1604064913098532915,0,0.0,0,0,0.0
65,1604064913108566045,0,0.0,0,0,0.0
66,1604064913118525028,0,0.0,0,0,0.0
67,1604064913128508090,0,0.0,0,0,0.0
68,1604064913138535022,0,0.0,0,0,0.0
69,1604064913148520946,0,0.0,0,0,0.0
70,1604064913158529043,0,0.0,0,0,0.0
71,1604064913168517112,0,0.0,0,0,0.0
72,1604064913178602933,0,0.0,0,0,0.0
73,1604064913188549995,0,0.0,0,0,0.0
74,1604064913198542118,0,0.0,0,0,0.0
75,1604064913208585977,0,0.0,0,0,0.0
76,1604064913218550920,0,0.0,0,0,0.0
77,1604064913228485107,0,0.0,0,0,0.0
78,1604064913238462924,0,0.0,0,0,0.0
79,1604064913248480081,0,0.0,0,0,0.0
80,1604064913258498907,0,0.0,0,0,0.0
81,1604064913268512010,0,0.0,0,0,0.0
82,1604064913278512001,0,0.0,0,0,0.0
83,1604064913288527965,0,0.0,0,0,0.0
84,1604064913298506021,0,0.0,0,0,0.0
85,1604064913308495044,0,0.0,0,0,0.0
86,1604064913318567037,0,0.0,0,0,0.0
87,1604064913328512907,0,0.0,0,0,0.0
88,1604064913338551998,0,0.0,0,0,0.0
89,1604064913348536968,0,0.0,0,0,0.0
90,1604064913358510017,0,0.0,0,0,0.0
91,1604064913368526935,0,0.0,0,0,0.0
92,1604064913378566026,0,0.0,0,0,0.0
93,1604064913388593912,0,0.0,0,0,0.0
94,1604064913398618936,0,0.0,0,0,0.0
95,1604064913408507108,0,0.0,0,0,0.0
96,1604064913418545961,0,0.0,0,0,0.0
97,1604064913428464889,0,0.0,0,0,0.0
98,1604064913438518047,0,0.0,0,0,0.0
99,1604064913448488950,0,0.0,0,0,0.0
100,1604064913458554983,0,0.0,0,0,0.0
101,1604064913468487977,0,0.0,0,0,0.0
102,1604064913478490114,0,0.0,0,0,0.0
103,1604064913488517045,0,0.0,0,0,0.0
104,1604064913498565912,0,0.0,0,0,0.0
105,1604064913508532047,0,0.0,0,0,0.0
106,1604064913518564939,0,0.0,0,0,0.0
107,1604064913528565883,0,0.0,0,0,0.0
108,1604064913538522005,0,0.0,0,0,0.0
109,1604064913548542976,0,0.0,0,0,0.0
110,1604064913558573961,0,0.0,0,0,0.0
111,1604064913568531036,0,0.0,0,0,0.0
112,1604064913578516006,0,0.0,0,0,0.0
113,1604064913588537931,0,0.0,0,0,0.0
114,1604064913598596096,0,0.0,0,0,0.0
115,1604064913608536005,0,0.0,0,0,0.0
116,1604064913618566036,0,0.0,0,0,0.0
117,1604064913628516912,0,0.0,0,0,0.0
118,1604064913638551950,0,0.0,0,0,0.0
119,1604064913648545026,0,0.0,0,0,0.0
120,1604064913658504009,0,0.0,0,0,0.0
121,1604064913668428897,0,0.0,0,0,0.0
122,1604064913678499937,0,0.0,0,0,0.0
123,1604064913688471078,0,0.0,0,0,0.0
124,1604064913698515892,0,0.0,0,0,0.0
125,1604064913708538055,0,0.0,0,0,0.0
126,1604064913718518972,0,0.0,0,0,0.0
127,1604064913728529930,0,0.0,0,0,0.0
128,1604064913738583087,0,0.0,0,0,0.0
129,1604064913748537063,0,0.0,0,0,0.0
130,1604064913758529901,0,0.0,0,0,0.0
131,1604064913768527030,0,0.0,0,0,0.0
132,1604064913778542041,0,0.0,0,0,0.0
133,1604064913788497924,0,0.0,0,0,0.0
134,1604064913798557996,0,0.0,0,0,0.0
135,1604064913808547019,0,0.0,0,0,0.0
136,1604064913818537950,0,0.0,0,0,0.0
137,1604064913828488111,0,0.0,0,0,0.0
138,1604064913838490009,0,0.0,0,0,0.0
139,1604064913848507881,0,0.0,0,0,0.0
140,1604064913858561038,0,0.0,0,0,0.0
141,1604064913868506908,0,0.0,0,0,0.0
142,1604064913878607034,0,0.0,0,0,0.0
143,1604064913888564109,0,0.0,0,0,0.0
144,1604064913898534059,0,0.0,0,0,0.0
145,1604064913908524990,0,0.0,0,0,0.0
146,1604064913918536901,0,0.0,0,0,0.0
147,1604064913928522109,0,0.0,0,0,0.0
148,1604064913938523054,0,0.0,0,0,0.0
149,1604064913948540925,0,0.0,0,0,0.0
150,1604064913958461046,0,0.0,0,0,0.0
151,1604064913968499898,0,0.0,0,0,0.0
152,1604064913978502988,0,0.0,0,0,0.0
153,1604064913988504886,0,0.0,0,0,0.0
154,1604064913998564004,0,0.0,0,0,0.0
155,1604064914008531093,0,0.0,0,0,0.0
156,1604064914018518924,0,0.0,0,0,0.0
157,1604064914028549909,0,0.0,0,0,0.0
158,1604064914038554906,0,0.0,0,0,0.0
159,1604064914048526048,0,0.0,0,0,0.0
160,1604064914058576107,0,0.0,0,0,0.0
161,1604064914068507909,0,0.0,0,0,0.0
162,1604064914078542947,0,0.0,0,0,0.0
163,1604064914088485002,0,0.0,0,0,0.0
164,1604064914098542928,0,0.0,0,0,0.0
165,1604064914108515024,0,0.0,0,0,0.0
166,1604064914118498086,0,0.0,0,0,0.0
167,1604064914128513097,0,0.0,0,0,0.0
168,1604064914138580083,0,0.0,0,0,0.0
169,1604064914148533105,0,0.0,0,0,0.0
170,1604064914158533096,0,0.0,0,0,0.0
171,1604064914168538093,0,0.0,0,0,0.0
172,1604064914178563117,0,0.0,0,0,0.0
173,1604064914188487052,0,0.0,0,0,0.0
174,1604064914198586940,0,0.0,0,0,0.0
175,1604064914208571910,0,0.0,0,0,0.0
176,1604064914218569040,0,0.0,0,0,0.0
177,1604064914228513002,0,0.0,0,0,0.0
178,1604064914238535881,0,0.0,0,0,0.0
179,1604064914248508930,0,0.0,0,0,0.0
180,1604064914258552074,0,0.0,0,0,0.0
181,1604064914268522977,0,0.0,0,0,0.0
182,1604064914278516054,0,0.0,0,0,0.0
183,1604064914288508892,0,0.0,0,0,0.0
184,1604064914298568964,0,0.0,0,0,0.0
185,1604064914308499097,0,0.0,0,0,0.0
186,1604064914318545103,0,0.0,0,0,0.0
187,1604064914328528881,0,0.0,0,0,0.0
188,1604064914338572025,0,0.0,0,0,0.0
189,1604064914348531961,0,0.0,0,0,0.0
190,1604064914358500957,0,0.0,0,0,0.0
191,1604064914368530988,0,0.0,0,0,0.0
192,1604064914378528118,0,0.0,0,0,0.0
193,1604064914388498067,0,0.0,0,0,0.0
194,1604064914398533105,0,0.0,0,0,0.0
195,1604064914408602952,0,0.0,0,0,0.0
196,1604064914418546915,0,0.0,0,0,0.0
197,1604064914428499937,0,0.0,0,0,0.0
198,1604064914438512086,0,0.0,0,0,0.0
199,1604064914448514938,0,0.0,0,0,0.0
200,1604064914458569049,0,0.0,0,0,0.0
201,1604064914468470096,0,0.0,0,0,0.0
202,1604064914478508949,0,0.0,0,0,0.0
203,1604064914488487958,0,0.0,0,0,0.0
204,1604064914498523950,0,0.0,0,0,0.0
205,1604064914508529901,0,0.0,0,0,0.0
206,1604064914518497943,0,0.0,0,0,0.0
207,1604064914528516054,0,0.0,0,0,0.0
208,1604064914538537979,0,0.0,0,0,0.0
209,1604064914548547983,0,0.0,0,0,0.0
210,1604064914558549880,0,0.0,0,0,0.0
211,1604064914568579912,0,0.0,0,0,0.0
212,1604064914578526973,0,0.0,0,0,0.0
213,1604064914588502883,0,0.0,0,0,0.0
214,1604064914598520994,0,0.0,0,0,0.0
215,1604064914608522891,0,0.0,0,0,0.0
216,1604064914618549108,0,0.0,0,0,0.0
217,1604064914628468036,0,0.0,0,0,0.0
218,1604064914638510942,0,0.0,0,0,0.0
219,1604064914648495912,0,0.0,0,0,0.0
220,1604064914658499956,0,0.0,0,0,0.0
221,1604064914668517112,0,0.0,0,0,0.0
222,1604064914678515911,0,0.0,0,0,0.0
223,1604064914688507080,0,0.0,0,0,0.0
224,1604064914698559999,0,0.0,0,0,0.0
225,1604064914708551883,0,0.0,0,0,0.0
226,1604064914718537092,0,0.0,0,0,0.0
227,1604064914728548049,0,0.0,0,0,0.0
228,1604064914738548040,0,0.0,0,0,0.0
229,1604064914748558044,0,0.0,0,0,0.0
230,1604064914758512973,0,0.0,0,0,0.0
231,1604064914768503904,0,0.0,0,0,0.0
232,1604064914778482913,0,0.0,0,0,0.0
233,1604064914788481950,0,0.0,0,0,0.0
234,1604064914798489093,0,0.0,0,0,0.0
235,1604064914808526992,0,0.0,0,0,0.0
236,1604064914818547964,0,0.0,0,0,0.0
237,1604064914828531026,0,0.0,0,0,0.0
238,1604064914838546991,0,0.0,0,0,0.0
239,1604064914848546028,0,0.0,0,0,0.0
240,1604064914858478069,0,0.0,0,0,0.0
241,1604064914868535995,0,0.0,0,0,0.0
242,1604064914878541946,0,0.0,0,0,0.0
243,1604064914888519048,0,0.0,0,0,0.0
244,1604064914898566961,0,0.0,0,0,0.0
245,1604064914908548116,0,0.0,0,0,0.0
246,1604064914918523073,0,0.0,0,0,0.0
247,1604064914928512096,0,0.0,0,0,0.0
248,1604064914938538074,0,0.0,0,0,0.0
249,1604064914948523044,0,0.0,0,0,0.0
250,1604064914958575963,0,0.0,0,0,0.0
251,1604064914968528985,0,0.0,0,0,0.0
252,1604064914978537082,0,0.0,0,0,0.0
253,1604064914988492012,0,0.0,0,0,0.0
254,1604064914998526096,0,0.0,0,0,0.0
255,1604064915008537054,0,0.0,0,0,0.0
256,1604064915018527030,0,0.0,0,0,0.0
257,1604064915028471946,0,0.0,0,0,0.0
258,1604064915038491964,0,0.0,0,0,0.0
259,1604064915048490047,0,0.0,0,0,0.0
260,1604064915058499097,0,0.0,0,0,0.0
261,1604064915068561077,0,0.0,0,0,0.0
262,1604064915078515052,0,0.0,0,0,0.0
263,1604064915088558912,0,0.0,0,0,0.0
264,1604064915098552942,0,0.0,0,0,0.0
265,1604064915108505010,0,0.0,0,0,0.0
266,1604064915118520975,0,0.0,0,0,0.0
267,1604064915128487110,0,0.0,0,0,0.0
268,1604064915138535976,0,0.0,0,0,0.0
269,1604064915148533105,0,0.0,0,0,0.0
270,1604064915158490896,0,0.0,0,0,0.0
271,1604064915168490886,0,0.0,0,0,0.0
272,1604064915178487062,0,0.0,0,0,0.0
273,1604064915188496112,0,0.0,0,0,0.0
274,1604064915198539018,0,0.0,0,0,0.0
275,1604064915208548069,0,0.0,0,0,0.0
276,1604064915218518018,0,0.0,0,0,0.0
277,1604064915228540897,0,0.0,0,0,0.0
278,1604064915238559961,0,0.0,0,0,0.0
279,1604064915248524904,0,0.0,0,0,0.0
280,1604064915258532047,0,0.0,0,0,0.0
281,1604064915268538951,0,0.0,0,0,0.0
282,1604064915278511047,0,0.0,0,0,0.0
283,1604064915288492918,0,0.0,0,0,0.0
284,1604064915298573017,0,0.0,0,0,0.0
285,1604064915308525085,0,0.0,0,0,0.0
286,1604064915318496942,0,0.0,0,0,0.0
287,1604064915328530073,0,0.0,0,0,0.0
288,1604064915338579893,0,0.0,0,0,0.0
289,1604064915348529100,0,0.0,0,0,0.0
290,1604064915358529090,0,0.0,0,0,0.0
291,1604064915368570089,0,0.0,0,0,0.0
292,1604064915378530025,0,0.0,0,0,0.0
293,1604064915388493061,0,0.0,0,0,0.0
294,1604064915398561000,0,0.0,0,0,0.0
295,1604064915408509016,0,0.0,0,0,0.0
296,1604064915418540000,0,0.0,0,0,0.0
297,1604064915428467988,0,0.0,0,0,0.0
298,1604064915438462018,0,0.0,0,0,0.0
299,1604064915448481082,0,0.0,0,0,0.0
300,1604064915458473920,0,0.0,0,0,0.0
301,1604064915468458890,0,0.0,0,0,0.0
302,1604064915478504896,0,0.0,0,0,0.0
303,1604064915488548040,0,0.0,0,0,0.0
304,1604064915498575925,0,0.0,0,0,0.0
305,1604064915508536100,0,0.0,0,0,0.0
306,1604064915518539905,0,0.0,0,0,0.0
307,1604064915528539896,0,0.0,0,0,0.0
308,1604064915538556098,0,0.0,0,0,0.0
309,1604064915548543930,0,0.0,0,0,0.0
310,1604064915558511018,0,0.0,0,0,0.0
311,1604064915568573951,0,0.0,0,0,0.0
312,1604064915578489065,0,0.0,0,0,0.0
313,1604064915588525056,0,0.0,0,0,0.0
314,1604064915598515987,0,0.0,0,0,0.0
315,1604064915608535051,0,0.0,0,0,0.0
316,1604064915618514060,0,0.0,0,0,0.0
317,1604064915628531932,0,0.0,0,0,0.0
318,1604064915638545036,0,0.0,0,0,0.0
319,1604064915648533105,0,0.0,0,0,0.0
320,1604064915658523082,0,0.0,0,0,0.0
321,1604064915668550014,0,0.0,0,0,0.0
322,1604064915678529024,0,0.0,0,0,0.0
323,1604064915688497066,0,0.0,0,0,0.0
324,1604064915698493957,0,0.0,0,0,0.0
325,1604064915708498001,0,0.0,0,0,0.0
326,1604064915718492984,0,0.0,0,0,0.0
327,1604064915728518962,0,0.0,0,0,0.0
328,1604064915738517045,0,0.0,0,0,0.0
329,1604064915748507976,0,0.0,0,0,0.0
330,1604064915758555889,0,0.0,0,0,0.0
331,1604064915768558979,0,0.0,0,0,0.0
332,1604064915778506040,0,0.0,0,0,0.0
333,1604064915788499116,0,0.0,0,0,0.0
334,1604064915798571109,0,0.0,0,0,0.0
335,1604064915808541059,0,0.0,0,0,0.0
336,1604064915818542003,0,0.0,0,0,0.0
337,1604064915828465938,0,0.0,0,0,0.0
338,1604064915838509082,0,0.0,0,0,0.0
339,1604064915848495960,0,0.0,0,0,0.0
340,1604064915858530998,0,0.0,0,0,0.0
341,1604064915868542909,0,0.0,0,0,0.0
342,1604064915878532886,0,0.0,0,0,0.0
343,1604064915888534069,0,0.0,0,0,0.0
344,1604064915898572921,0,0.0,0,0,0.0
345,1604064915908593893,0,0.0,0,0,0.0
346,1604064915918534040,0,0.0,0,0,0.0
347,1604064915928534030,0,0.0,0,0,0.0
348,1604064915938539981,0,0.0,0,0,0.0
349,1604064915948533058,0,0.0,0,0,0.0
350,1604064915958481073,0,0.0,0,0,0.0
351,1604064915968482971,0,0.0,0,0,0.0
352,1604064915978481054,0,0.0,0,0,0.0
353,1604064915988487958,0,0.0,0,0,0.0
354,1604064915998521089,0,0.0,0,0,0.0
355,1604064916008517026,0,0.0,0,0,0.0
356,1604064916018491029,0,0.0,0,0,0.0
357,1604064916028527021,0,0.0,0,0,0.0
358,1604064916038531064,0,0.0,0,0,0.0
359,1604064916048531055,0,0.0,0,0,0.0
360,1604064916058532953,0,0.0,0,0,0.0
361,1604064916068532943,0,0.0,0,0,0.0
362,1604064916078603982,0,0.0,0,0,0.0
363,1604064916088556051,0,0.0,0,0,0.0
364,1604064916098541975,0,0.0,0,0,0.0
365,1604064916108525037,0,0.0,0,0,0.0
366,1604064916118470907,0,0.0,0,0,0.0
367,1604064916128520965,0,0.0,0,0,0.0
368,1604064916138498067,0,0.0,0,0,0.0
369,1604064916148507118,0,0.0,0,0,0.0
370,1604064916158548116,0,0.0,0,0,0.0
371,1604064916168589115,0,0.0,0,0,0.0
372,1604064916178514957,0,0.0,0,0,0.0
373,1604064916188519954,0,0.0,0,0,0.0
374,1604064916198568105,0,0.0,0,0,0.0
375,1604064916208584070,0,0.0,0,0,0.0
376,1604064916218538999,0,0.0,0,0,0.0
377,1604064916228457927,0,0.0,0,0,0.0
378,1604064916238519906,0,0.0,0,0,0.0
379,1604064916248501062,0,0.0,0,0,0.0
380,1604064916258466958,0,0.0,0,0,0.0
381,1604064916268438100,0,0.0,0,0,0.0
382,1604064916278506040,0,0.0,0,0,0.0
383,1604064916288506031,0,0.0,0,0,0.0
384,1604064916298578023,0,0.0,0,0,0.0
385,1604064916308552980,0,0.0,0,0,0.0
386,1604064916318561077,0,0.0,0,0,0.0
387,1604064916328505039,0,0.0,0,0,0.0
388,1604064916338505029,0,0.0,0,0,0.0
389,1604064916348536968,0,0.0,0,0,0.0
390,1604064916358500003,0,0.0,0,0,0.0
391,1604064916368591070,0,0.0,0,0,0.0
392,1604064916378510951,0,0.0,0,0,0.0
393,1604064916388505935,0,0.0,0,0,0.0
394,1604064916398474931,0,0.0,0,0,0.0
395,1604064916408521890,0,0.0,0,0,0.0
396,1604064916418473005,0,0.0,0,0,0.0
397,1604064916428525924,0,0.0,0,0,0.0
398,1604064916438523054,0,0.0,0,0,0.0
399,1604064916448515892,0,0.0,0,0,0.0
400,1604064916458533048,0,0.0,0,0,0.0
401,1604064916468543052,0,0.0,0,0,0.0
402,1604064916478522062,0,0.0,0,0,0.0
403,1604064916488543033,0,0.0,0,0,0.0
404,1604064916498473882,0,0.0,0,0,0.0
405,1604064916508563041,0,0.0,0,0,0.0
406,1604064916518491029,0,0.0,0,0,0.0
407,1604064916528517007,0,0.0,0,0,0.0
408,1604064916538552045,0,0.0,0,0,0.0
409,1604064916548520088,0,0.0,0,0,0.0
410,1604064916558532953,0,0.0,0,0,0.0
411,1604064916568526029,0,0.0,0,0,0.0
412,1604064916578537940,0,0.0,0,0,0.0
413,1604064916588480949,0,0.0,0,0,0.0
414,1604064916598557949,0,0.0,0,0,0.0
415,1604064916608535051,0,0.0,0,0,0.0
416,1604064916618537902,0,0.0,0,0,0.0
417,1604064916628468036,0,0.0,0,0,0.0
418,1604064916638540983,0,0.0,0,0,0.0
419,1604064916648499965,0,0.0,0,0,0.0
420,1604064916658561944,0,0.0,0,0,0.0
421,1604064916668565988,0,0.0,0,0,0.0
422,1604064916678613901,0,0.0,0,0,0.0
423,1604064916688481092,0,0.0,0,0,0.0
424,1604064916698559999,0,0.0,0,0,0.0
425,1604064916708532094,0,0.0,0,0,0.0
426,1604064916718514919,0,0.0,0,0,0.0
427,1604064916728466033,0,0.0,0,0,0.0
428,1604064916738558053,0,0.0,0,0,0.0
429,1604064916748531103,0,0.0,0,0,0.0
430,1604064916758492946,0,0.0,0,0,0.0
431,1604064916768565893,0,0.0,0,0,0.0
432,1604064916778508901,0,0.0,0,0,0.0
433,1604064916788482904,0,0.0,0,0,0.0
434,1604064916798556089,0,0.0,0,0,0.0
435,1604064916808481931,0,0.0,0,0,0.0
436,1604064916818517923,0,0.0,0,0,0.0
437,1604064916828510046,0,0.0,0,0,0.0
438,1604064916838542938,0,0.0,0,0,0.0
439,1604064916848509073,0,0.0,0,0,0.0
440,1604064916858498096,0,0.0,0,0,0.0
441,1604064916868494987,0,0.0,0,0,0.0
442,1604064916878526926,0,0.0,0,0,0.0
443,1604064916888499021,0,0.0,0,0,0.0
444,1604064916898503065,0,0.0,0,0,0.0
445,1604064916908498048,0,0.0,0,0,0.0
446,1604064916918493986,0,0.0,0,0,0.0
447,1604064916928507089,0,0.0,0,0,0.0
448,1604064916938507080,0,0.0,0,0,0.0
449,1604064916948509931,0,0.0,0,0,0.0
450,1604064916958493947,0,0.0,0,0,0.0
451,1604064916968462944,0,0.0,0,0,0.0
452,1604064916978498935,0,0.0,0,0,0.0
453,1604064916988487005,0,0.0,0,0,0.0
454,1604064916998451948,0,0.0,0,0,0.0
455,1604064917008435964,0,0.0,0,0,0.0
456,1604064917018486976,0,0.0,0,0,0.0
457,1604064917028493881,0,0.0,0,0,0.0
458,1604064917038449048,0,0.0,0,0,0.0
459,1604064917048491001,0,0.0,0,0,0.0
460,1604064917058485031,0,0.0,0,0,0.0
461,1604064917068438053,0,0.0,0,0,0.0
462,1604064917078473091,0,0.0,0,0,0.0
463,1604064917088504076,0,0.0,0,0,0.0
464,1604064917098500967,0,0.0,0,0,0.0
465,1604064917108490943,0,0.0,0,0,0.0
466,1604064917118494033,0,0.0,0,0,0.0
467,1604064917128501892,0,0.0,0,0,0.0
468,1604064917138495922,0,0.0,0,0,0.0
469,1604064917148492097,0,0.0,0,0,0.0
470,1604064917158503055,0,0.0,0,0,0.0
471,1604064917168561935,0,0.0,0,0,0.0
472,1604064917178498029,0,0.0,0,0,0.0
473,1604064917188468933,0,0.0,0,0,0.0
474,1604064917198477983,0,0.0,0,0,0.0
475,1604064917208486080,0,0.0,0,0,0.0
476,1604064917218488931,0,0.0,0,0,0.0
477,1604064917228466987,0,0.0,0,0,0.0
478,1604064917238457918,0,0.0,0,0,0.0
479,1604064917248486995,0,0.0,0,0,0.0
480,1604064917258476018,0,0.0,0,0,0.0
481,1604064917268440008,0,0.0,0,0,0.0
482,1604064917278465032,0,0.0,0,0,0.0
483,1604064917288476943,0,0.0,0,0,0.0
484,1604064917298480033,0,0.0,0,0,0.0
485,1604064917308444023,0,0.0,0,0,0.0
486,1604064917318487882,0,0.0,0,0,0.0
487,1604064917328488111,0,0.0,0,0,0.0
488,1604064917338578939,0,0.0,0,0,0.0
489,1604064917348494052,0,0.0,0,0,0.0
490,1604064917358505010,0,0.0,0,0,0.0
491,1604064917368530035,0,0.0,0,0,0.0
492,1604064917378737926,0,0.0,0,0,0.0
493,1604064917388542890,0,0.0,0,0,0.0
494,1604064917398556947,0,0.0,0,0,0.0
495,1604064917408534049,0,0.0,0,0,0.0
496,1604064917418529033,0,0.0,0,0,0.0
497,1604064917428469896,0,0.0,0,0,0.0
498,1604064917438538074,0,0.0,0,0,0.0
499,1604064917448538064,0,0.0,0,0,0.0
500,1604064917458467960,0,0.0,0,0,0.0
501,1604064917468523979,0,0.0,0,0,0.0
502,1604064917478513002,0,0.0,0,0,0.0
503,1604064917488476991,0,0.0,0,0,0.0
504,1604064917498575925,0,0.0,0,0,0.0
505,1604064917508529901,0,0.0,0,0,0.0
506,1604064917518477916,0,0.0,0,0.0,-0.0009804964065551758
507,1604064917528479099,0,0.0,0,0.0,-0.0009804964065551758
508,1604064917538487911,0,0.0,0,0.0,-0.0009804964065551758
509,1604064917548497915,0,0.0,0,0.0,-0.0009804964065551758
510,1604064917560180902,0,0.0,0,0.0,-0.003944337368011475
511,1604064917568438053,0,0.0,0,0.0,-0.0031545753590762615
512,1604064917578489065,0,0.0,0,0.0,-0.0031545753590762615
513,1604064917588484048,0,0.0,0,0.0,-0.0031545753590762615
514,1604064917598448038,0,0.0,0,0.0,-0.0031545753590762615
515,1604064917608453035,0,0.0,0,0.0,0.011076034046709538
516,1604064917618499040,0,0.0,0,0.0,-0.0026971101760864258
517,1604064917628503084,0,0.0,0,0.0,-0.013469160534441471
518,1604064917638564109,0,0.0,0,0.0,0.002714991569519043
519,1604064917648505926,0,0.0,0,0.0,-0.0004902482032775879
520,1604064917658565044,0,0.0,0,0.0,0.004918873775750399
521,1604064917668483972,0,0.0,0,0.0,-0.008954107761383057
522,1604064917678536891,0,0.0,0,0.0,-0.006423891056329012
523,1604064917688548088,0,0.0,0,0.0,-0.011561811901628971
524,1604064917698529958,0,0.0,0,0.0,0.0010699034901335835
525,1604064917708501100,0,0.0,0,0.0,-0.014159081503748894
526,1604064917718494892,0,0.0,0,0.0,-0.0019907946698367596
527,1604064917728482007,0,0.0,0,0.0,-0.0021815302316099405
528,1604064917738487958,0,0.0,0,0.0,-0.012031197547912598
529,1604064917748497962,0,0.0,0,0.0,0.005912781227380037
530,1604064917758496999,0,0.0,0,0.0,0.0049516563303768635
531,1604064917768445968,0,0.0,0,0.0,0.0020965933799743652
532,1604064917778450012,0,0.0,0,0.0,0.008647143840789795
533,1604064917788516998,0,0.0,0,0.0,0.012803077697753906
534,1604064917798458099,0,0.0,0,0.0,-0.01627206802368164
535,1604064917808468103,0,0.0,0,0.0,-0.001806020736694336
536,1604064917818535089,0,0.0,0,0.0,-0.010159610770642757
537,1604064917828528881,0,0.0,0,0.0,-0.0021591782569885254
538,1604064917838510036,0,0.0,0,0.0,0.004212557338178158
539,1604064917848638057,0,0.0,0,0.0,-0.014206768944859505
540,1604064917858458995,0,0.0,0,0.0,0.0038951635360717773
541,1604064917868443012,0,0.0,0,0.0,-0.010634956881403923
542,1604064917878520011,0,0.0,0,0.0,-0.00839531421661377
543,1604064917888659000,0,0.0,0,0.0,0.0075057148933410645
544,1604064917898502111,0,0.0,0,0.0,-0.0024959451984614134
545,1604064917908509969,0,0.0,0,0.0,0.006714463233947754
546,1604064917918521881,0,0.0,0,0.0,0.010889769531786442
547,1604064917928494930,0,0.0,0,0.0,0.013279915787279606
548,1604064917938482999,0,0.0,0,0.0,0.0029951336327940226
549,1604064917948537111,0,0.0,0,0.0,0.0036373736802488565
550,1604064917958513021,0,0.0,0,0.0,-0.011610984802246094
551,1604064917968466043,0,0.0,0,0.0,0.0019907946698367596
552,1604064917978519916,0,0.0,0,0.0,-0.010454654693603516
553,1604064917988488912,0,0.0,0,0.0,-0.015145542100071907
554,1604064917998445987,0,0.0,0,0.0,-0.02190619520843029
555,1604064918008435010,0,0.0,0,0.0,0.0028014183044433594
556,1604064918018502950,0,0.0,0,0.0,-0.0062674288637936115
557,1604064918028491020,0,0.0,0,0.0,-0.0008240343304350972
558,1604064918038455009,0,0.0,0,0.0,-0.011512639001011848
559,1604064918048484086,0,0.0,0,0.0,0.0052988529205322266
