,ros_time,wheel_meas_index,cmd_left_vel,meas_left_vel,cmd_right_vel,meas_right_vel
81,1603300529002991914,0,0.0,0,0.0,0
82,1603300529052982091,0,0.0,0,0.0,0
83,1603300529102986097,0,0.0,0,0.0,0
84,1603300529152988910,0,0.0,0,0.0,0
85,1603300529203013896,0,0.0,0,0.0,0
86,1603300529252988100,0,0.0,0,0.0,0
87,1603300529302999019,0,0.0,0,0.0,0
88,1603300529352993011,0,0.0,0,0.0,0
89,1603300529402976036,0,0.0,0,0.0,0
90,1603300529452970981,0,0.0,0,0.0,0
91,1603300529502988100,0,0.0,0,0.0,0
92,1603300529552994966,0,0.0,0,0.0,0
93,1603300529603053092,0,0.0,0,0.0,0
94,1603300529652997970,0,0.0,0,0.0,0
95,1603300529703104019,0,0.0,0,0.0,0
96,1603300529753185987,0,0.0,0,0.0,0
97,1603300529803031921,0,0.0,0,0.0,0
98,1603300529853072881,0,0.0,0,0.0,0
99,1603300529903187990,0,0.0,0,0.0,0
100,1603300529953087091,0,0.0,0,0.0,0
101,1603300530003071069,0,0.0,0,0.0,0
102,1603300530053112030,0,0.0,0,0.0,0
103,1603300530103117942,0,0.0,0,0.0,0
104,1603300530153100967,0,0.0,0,0.0,0
105,1603300530203064918,0,0.0,0,0.0,0
106,1603300530253092050,0,0.0,0,0.0,0
107,1603300530303144931,0,0.0,0,0.0,0
108,1603300530353024005,0,0.0,0,0.0,0
109,1603300530403043031,0,0.0,0,0.0,0
110,1603300530453066110,0,0.0,0,0.0,0
111,1603300530503166913,0,0.0,0,0.0,0
112,1603300530553112983,0,0.0,0,0.0,0
113,1603300530603070974,0,0.0,0,0.0,0
114,1603300530653033018,0,0.0,0,0.0,0
115,1603300530703048944,0,0.0,0,0.0,0
116,1603300530753083944,0,0.0,0,0.0,0
117,1603300530803086042,0,0.0,0,0.0,0
118,1603300530853104114,0,0.0,0,0.0,0
119,1603300530903184890,0,0.0,0,0.0,0
120,1603300530953049898,0,0.0,0,0.0,0
121,1603300531003145933,0,0.0,0,0.0,0
122,1603300531053098917,0,0.0,0,0.0,0
123,1603300531103111028,0,0.0,0,0.0,0
124,1603300531153076887,0,0.0,0,0.0,0
125,1603300531203088998,0,0.0,0,0.0,0
126,1603300531253118991,0,0.0,0,0.0,0
127,1603300531303087949,0,0.0,0,0.0,0
128,1603300531353091001,0,0.0,0,0.0,0
129,1603300531403069019,0,0.0,0,0.0,0
130,1603300531453073024,0,0.0,0,0.0,0
131,1603300531503109931,0,0.0,0,0.0,0
132,1603300531553108930,0,0.0,0,0.0,0
133,1603300531603068113,0,0.0,0,0.0,0
134,1603300531653099060,0,0.0,0,0.0,0
135,1603300531703129053,0,0.0,0,0.0,0
136,1603300531753119945,0,0.0,0,0.0,0
137,1603300531803096055,0,0.0,0,0.0,0
138,1603300531853115081,0,0.0,0,0.0,0
139,1603300531903042078,0,0.0,0,0.0,0
140,1603300531953002929,0,0.0,0,0.0,0
141,1603300532003002882,0,0.0,0,0.0,0
142,1603300532053088903,0,0.0,0,0.0,0
143,1603300532103013038,0,0.0,0,0.0,0
144,1603300532153062105,0,0.0,0,0.0,0
145,1603300532203016042,0,0.0,0,0.0,0
146,1603300532252984046,0,0.0,0,0.0,0
147,1603300532303005933,0,0.0,0,0.0,0
148,1603300532353085994,0,0.0,0,0.0,0
149,1603300532403105974,0,0.0,0,0.0,0
150,1603300532453031063,0,0.0,0,0.0,0
151,1603300532503036022,0,0.0,0,0.0,0
152,1603300532553029060,0,0.0,0,0.0,0
153,1603300532603003978,0,0.0,0,0.0,0
154,1603300532653182029,0,0.0,0,0.0,0
155,1603300532703073978,0,0.0,0,0.0,0
156,1603300532753074884,0,0.0,0,0.0,0
157,1603300532803142070,0,0.0,0,0.0,0
158,1603300532853099107,0,0.0,0,0.0,0
159,1603300532903146028,0,0.0,0,0.0,0
160,1603300532953049898,0,0.0,0,0.0,0
161,1603300533003119945,0,0.0,0,0.0,0
162,1603300533053067922,0,0.0,0,0.0,0
163,1603300533102982997,0,0.0,0,0.0,0
164,1603300533152976036,0,0.0,0,0.0,0
165,1603300533202991008,0,0.0,0,0.0,0
166,1603300533253050088,0,0.0,0,0.0,0
167,1603300533303057909,0,0.0,0,0.0,0
168,1603300533353058099,0,0.0,0,0.0,0
169,1603300533403112888,0,0.0,0,0.0,0
170,1603300533453138113,0,0.0,0,0.0,0
171,1603300533503181934,0,0.0,0,0.0,0
172,1603300533553091049,0,0.0,0,0.0,0
173,1603300533603055000,0,0.0,0,0.0,0
174,1603300533653072118,0,0.0,0,0.0,0
175,1603300533703098058,0,0.0,0,0.0,0
176,1603300533753144025,0,0.0,0,0.0,0
177,1603300533803066015,0,0.0,0,0.0,0
178,1603300533853066921,0,0.0,0,0.0,0
179,1603300533903043031,0,0.0,0,0.0,0
180,1603300533953082084,0,0.0,0,0.0,0
181,1603300534003159999,0,0.0,0,0.0,0
182,1603300534053168058,0,0.0,0,0.0,0
183,1603300534103065967,0,0.0,0,0.0,0
184,1603300534153085947,0,0.0,0,0.0,0
185,1603300534203022956,0,0.0,0,0.0,0
186,1603300534253060102,0,0.0,0,0.0,0
187,1603300534303045034,0,0.0,0,0.0,0
188,1603300534353117942,0,0.0,0,0.0,0
189,1603300534403081893,0,0.0,0,0.0,0
190,1603300534453124046,0,0.0,0,0.0,0
191,1603300534503153085,0,0.0,0,0.0,0
192,1603300534553107023,0,0.0,0,0.0,0
193,1603300534603039979,0,0.0,0,0.0,0
194,1603300534653124094,0,0.0,0,0.0,0
195,1603300534703105926,0,0.0,0,0.0,0
196,1603300534753034114,0,0.0,0,0.0,0
197,1603300534803081035,0,0.0,0,0.0,0
198,1603300534853167057,0,0.0,0,0.0,0
199,1603300534903099060,0,0.0,0,0.0,0
200,1603300534953147888,0,0.0,0,0.0,0
201,1603300535003123998,0,0.0,0,0.0,0
202,1603300535053072929,0,0.0,0,0.0,0
203,1603300535103017091,0,0.0,0,0.0,0
204,1603300535153067111,0,0.0,0,0.0,0
205,1603300535203087091,0,0.0,0,0.0,0
206,1603300535253036022,0,0.0,0,0.0,0
207,1603300535302995920,0,0.0,0,0.0,0
208,1603300535352991104,0,0.0,0,0.0,0
209,1603300535402982950,0,0.0,0,0.0,0
210,1603300535452995061,0,0.0,0,0.0,0
211,1603300535503005027,0,0.0,0,0.0,0
212,1603300535552997112,0,0.0,0,0.0,0
213,1603300535603002071,0,0.0,0,0.0,0
214,1603300535653017044,0,0.0,0,0.0,0
215,1603300535703057050,0,0.0,0,0.0,0
216,1603300535753166913,0,0.0,0,0.0,0
217,1603300535803134918,0,0.0,0,0.0,0
218,1603300535853177070,0,0.0,0,0.0,0
219,1603300535903177022,0,0.0,0,0.0,0
220,1603300535953100919,0,0.0,0,0.0,0
221,1603300536003103017,0,0.0,0,0.0,0
222,1603300536053126096,0,0.0,0,0.0,0
223,1603300536103055000,0,0.0,0,0.0,0
224,1603300536153043985,0,0.0,0,0.0,0
225,1603300536203007936,0,0.0,0,0.0,0
226,1603300536253103017,0,0.0,0,0.0,0
227,1603300536303124904,0,0.0,0,0.0,0
228,1603300536353096961,0,0.0,0,0.0,0
229,1603300536403086900,0,0.0,0,0.0,0
230,1603300536453141927,0,0.0,0,0.0,0
231,1603300536503118991,0,0.0,0,0.0,0
232,1603300536553128957,0,0.0,0,0.0,0
233,1603300536603158950,0,0.0,0,0.0,0
234,1603300536653100013,0,0.0,0,0.0,0
235,1603300536703080892,0,0.0,0,0.0,0
236,1603300536753070116,0,0.0,0,0.0,0
237,1603300536803168058,0,0.0,0,0.0,0
238,1603300536853108882,0,0.0,0,0.0,0
239,1603300536903085947,0,0.0,0,0.0,0
240,1603300536953069925,0,0.0,0,0.0,0
241,1603300537003070116,0,0.0,0,0.0,0
242,1603300537053069114,0,0.0,0,0.0,0
243,1603300537103056907,0,0.0,0,0.0,0
244,1603300537153194904,0,0.0,0,0.0,0
245,1603300537203109025,0,0.0,0,0.0,0
246,1603300537253082036,0,0.0,0,0.0,0
247,1603300537303040981,0,0.0,0,0.0,0
248,1603300537353121995,0,0.0,0,0.0,0
249,1603300537403121948,0,0.0,0,0.0,0
250,1603300537453094959,0,0.0,0,0.0,0
251,1603300537503083944,0,0.0,0,0.0,0
252,1603300537553129911,0,0.0,0,0.0,0
253,1603300537603107929,0,0.0,0,0.0,0
254,1603300537653105020,0,0.0,0,0.0,0
255,1603300537703118085,0,0.0,0,0.0,0
256,1603300537753076076,0,0.0,0,0.0,0
257,1603300537803061962,0,0.0,0,0.0,0
258,1603300537853096008,0,0.0,0,0.0,0
259,1603300537903134107,0,-0.03600000000000001,0,0.03600000000000001,0
260,1603300537953131914,0,-0.07200000000000002,0,0.07200000000000002,0
261,1603300538003099918,1,-0.10800000000000003,-0.1265363707695889,0.10800000000000003,0.0
262,1603300538053066968,1,-0.14400000000000004,-0.1265363707695889,0.14400000000000004,0.0
263,1603300538103104114,1,-0.18000000000000005,-0.1265363707695889,0.18000000000000005,0.0
264,1603300538153054952,1,-0.21600000000000005,-0.1265363707695889,0.21600000000000005,0.0
265,1603300538203115940,1,-0.25200000000000006,-0.1265363707695889,0.25200000000000006,0.0
266,1603300538253058910,1,-0.2880000000000001,-0.1265363707695889,0.2880000000000001,0.0
267,1603300538303059101,1,-0.32400000000000007,-0.1265363707695889,0.32400000000000007,0.0
268,1603300538353086948,1,-0.3600000000000001,-0.1265363707695889,0.3600000000000001,0.0
269,1603300538403096914,1,-0.39599999999999996,-0.1265363707695889,0.39599999999999996,0.0
270,1603300538453135967,1,-0.4320000000000001,-0.1265363707695889,0.4320000000000001,0.0
271,1603300538503113985,2,-0.4680000000000002,-0.13962634015954636,0.4680000000000002,0.20507618710933373
272,1603300538553082942,2,-0.5040000000000001,-0.13962634015954636,0.5040000000000001,0.20507618710933373
273,1603300538603142023,2,-0.54,-0.13962634015954636,0.54,0.20507618710933373
274,1603300538653076887,2,-0.5760000000000002,-0.13962634015954636,0.5760000000000002,0.20507618710933373
275,1603300538703048944,2,-0.6120000000000001,-0.13962634015954636,0.6120000000000001,0.20507618710933373
276,1603300538753108024,3,-0.6480000000000001,-0.11780972450961724,0.6480000000000001,0.15707963267948966
277,1603300538803078889,3,-0.684,-0.11780972450961724,0.684,0.15707963267948966
278,1603300538853105068,3,-0.7200000000000002,-0.11780972450961724,0.7200000000000002,0.15707963267948966
279,1603300538903124094,3,-0.7560000000000001,-0.11780972450961724,0.7560000000000001,0.15707963267948966
280,1603300538953089952,3,-0.7919999999999999,-0.11780972450961724,0.7919999999999999,0.15707963267948966
281,1603300539003055095,4,-0.8280000000000002,-0.08726646259971647,0.8280000000000002,0.10035643198967395
282,1603300539053102970,4,-0.8640000000000002,-0.08726646259971647,0.8640000000000002,0.10035643198967395
283,1603300539103082895,4,-0.9000000000000001,-0.08726646259971647,0.9000000000000001,0.10035643198967395
284,1603300539153111934,4,-0.9360000000000004,-0.08726646259971647,0.9360000000000004,0.10035643198967395
285,1603300539203094005,4,-0.9720000000000001,-0.08726646259971647,0.9720000000000001,0.10035643198967395
286,1603300539253087997,4,-1.0080000000000002,-0.08726646259971647,1.0080000000000002,0.10035643198967395
287,1603300539303186893,5,-1.0440000000000003,-0.10471975511965978,1.0440000000000003,0.08726646259971647
288,1603300539353157043,5,-1.08,-0.10471975511965978,1.08,0.08726646259971647
289,1603300539403162956,5,-1.116,-0.10471975511965978,1.116,0.08726646259971647
290,1603300539453113079,5,-1.1520000000000004,-0.10471975511965978,1.1520000000000004,0.08726646259971647
291,1603300539503087997,5,-1.1880000000000002,-0.10471975511965978,1.1880000000000002,0.08726646259971647
292,1603300539553163051,6,-1.224,-0.08290313946973066,1.224,0.08290313946973066
293,1603300539603096008,6,-1.2600000000000002,-0.08290313946973066,1.2600000000000002,0.08290313946973066
294,1603300539653167963,6,-1.2960000000000003,-0.08290313946973066,1.2960000000000003,0.08290313946973066
295,1603300539703097105,6,-1.332,-0.08290313946973066,1.332,0.08290313946973066
296,1603300539753108978,6,-1.368,-0.08290313946973066,1.368,0.08290313946973066
297,1603300539803083896,6,-1.4040000000000001,-0.08290313946973066,1.4040000000000001,0.08290313946973066
298,1603300539853173017,6,-1.4400000000000004,-0.08290313946973066,1.4400000000000004,0.08290313946973066
299,1603300539903110980,6,-1.4760000000000002,-0.08290313946973066,1.4760000000000002,0.08290313946973066
300,1603300539953121900,6,-1.5120000000000002,-0.08290313946973066,1.5120000000000002,0.08290313946973066
301,1603300540003127098,6,-1.5480000000000003,-0.08290313946973066,1.5480000000000003,0.08290313946973066
302,1603300540053114891,7,-1.5839999999999999,-0.19634954084936207,1.5839999999999999,0.1265363707695889
303,1603300540103066921,7,-1.6200000000000003,-0.19634954084936207,1.6200000000000003,0.1265363707695889
304,1603300540153153896,7,-1.6560000000000004,-0.19634954084936207,1.6560000000000004,0.1265363707695889
305,1603300540203075885,7,-1.6920000000000002,-0.19634954084936207,1.6920000000000002,0.1265363707695889
306,1603300540253081083,7,-1.7280000000000004,-0.19634954084936207,1.7280000000000004,0.1265363707695889
307,1603300540303083896,8,-1.7640000000000005,-0.2792526803190927,1.7640000000000005,0.13526301702956053
308,1603300540353127002,8,-1.8000000000000003,-0.2792526803190927,1.8000000000000003,0.13526301702956053
309,1603300540403124094,8,-1.8360000000000003,-0.2792526803190927,1.8360000000000003,0.13526301702956053
310,1603300540453002929,8,-1.8720000000000008,-0.2792526803190927,1.8720000000000008,0.13526301702956053
311,1603300540503071069,8,-1.9080000000000001,-0.2792526803190927,1.9080000000000001,0.13526301702956053
312,1603300540553215026,9,-1.9440000000000002,-0.545415391248228,1.9440000000000002,0.23125612588924865
313,1603300540603147029,9,-1.9800000000000006,-0.545415391248228,1.9800000000000006,0.23125612588924865
314,1603300540653111934,9,-2.0160000000000005,-0.545415391248228,2.0160000000000005,0.23125612588924865
315,1603300540703124046,9,-2.0520000000000005,-0.545415391248228,2.0520000000000005,0.23125612588924865
316,1603300540753139019,9,-2.0880000000000005,-0.545415391248228,2.0880000000000005,0.23125612588924865
317,1603300540803154945,10,-2.124,-0.8115781021773633,2.124,0.3490658503988659
318,1603300540853157043,10,-2.16,-0.8115781021773633,2.16,0.3490658503988659
319,1603300540903100013,10,-2.1960000000000006,-0.8115781021773633,2.1960000000000006,0.3490658503988659
320,1603300540953048944,10,-2.232,-0.8115781021773633,2.232,0.3490658503988659
321,1603300541003081083,10,-2.2680000000000007,-0.8115781021773633,2.2680000000000007,0.3490658503988659
322,1603300541053081989,11,-2.3040000000000007,-1.313360262125733,2.3040000000000007,0.6152285613280012
323,1603300541103094100,11,-2.3400000000000003,-1.313360262125733,2.3400000000000003,0.6152285613280012
324,1603300541153081893,11,-2.3760000000000003,-1.313360262125733,2.3760000000000003,0.6152285613280012
325,1603300541203162908,11,-2.4120000000000004,-1.313360262125733,2.4120000000000004,0.6152285613280012
326,1603300541253067970,11,-2.4480000000000004,-1.313360262125733,2.4480000000000004,0.6152285613280012
327,1603300541303080081,12,-2.4840000000000004,-1.7496925751243153,2.4840000000000004,0.8115781021773633
328,1603300541353076934,12,-2.5200000000000005,-1.7496925751243153,2.5200000000000005,0.8115781021773633
329,1603300541403048038,12,-2.5560000000000005,-1.7496925751243153,2.5560000000000005,0.8115781021773633
330,1603300541453155994,12,-2.5920000000000005,-1.7496925751243153,2.5920000000000005,0.8115781021773633
331,1603300541503074884,12,-2.6280000000000006,-1.7496925751243153,2.6280000000000006,0.8115781021773633
332,1603300541553117990,13,-2.664,-1.9678587316236065,2.664,1.5271630954950384
333,1603300541603070020,13,-2.7,-1.9678587316236065,2.7,1.5271630954950384
334,1603300541653065919,13,-2.736,-1.9678587316236065,2.736,1.5271630954950384
335,1603300541703108072,13,-2.7720000000000007,-1.9678587316236065,2.7720000000000007,1.5271630954950384
336,1603300541753024101,13,-2.8080000000000003,-1.9678587316236065,2.8080000000000003,1.5271630954950384
337,1603300541803117036,14,-2.8440000000000007,-1.7758725139042304,2.8440000000000007,1.4704398948052226
338,1603300541853075981,14,-2.880000000000001,-1.7758725139042304,2.880000000000001,1.4704398948052226
339,1603300541903110980,14,-2.9160000000000004,-1.7758725139042304,2.9160000000000004,1.4704398948052226
340,1603300541953138113,14,-2.9520000000000004,-1.7758725139042304,2.9520000000000004,1.4704398948052226
341,1603300542003115892,14,-2.9880000000000013,-1.7758725139042304,2.9880000000000013,1.4704398948052226
342,1603300542053076028,15,-3.024,-2.1860248881228976,3.024,2.0420352248333655
343,1603300542103045940,15,-3.060000000000001,-2.1860248881228976,3.060000000000001,2.0420352248333655
344,1603300542153165102,15,-3.0960000000000005,-2.1860248881228976,3.0960000000000005,2.0420352248333655
345,1603300542203113079,15,-3.1320000000000006,-2.1860248881228976,3.1320000000000006,2.0420352248333655
346,1603300542253094911,15,-3.1679999999999997,-2.1860248881228976,3.1679999999999997,2.0420352248333655
347,1603300542303155899,16,-3.204,-3.07177948351002,3.204,2.8405233576207713
348,1603300542353125095,16,-3.2400000000000007,-3.07177948351002,3.2400000000000007,2.8405233576207713
349,1603300542403203010,16,-3.2760000000000007,-3.07177948351002,3.2760000000000007,2.8405233576207713
350,1603300542453167915,16,-3.3120000000000007,-3.07177948351002,3.3120000000000007,2.8405233576207713
351,1603300542503063917,16,-3.348,-3.07177948351002,3.348,2.8405233576207713
352,1603300542553088903,17,-3.3840000000000003,-2.923426497090502,3.3840000000000003,2.5569073541716927
353,1603300542603106975,17,-3.4200000000000004,-2.923426497090502,3.4200000000000004,2.5569073541716927
354,1603300542653126955,17,-3.456000000000001,-2.923426497090502,3.456000000000001,2.5569073541716927
355,1603300542703136920,17,-3.4920000000000004,-2.923426497090502,3.4920000000000004,2.5569073541716927
356,1603300542753104925,17,-3.528000000000001,-2.923426497090502,3.528000000000001,2.5569073541716927
357,1603300542803040981,18,-3.5640000000000005,-2.8797932657906435,3.5640000000000005,3.1110493916798925
358,1603300542853120088,18,-3.6000000000000005,-2.8797932657906435,3.6000000000000005,3.1110493916798925
359,1603300542903162002,18,-3.636000000000001,-2.8797932657906435,3.636000000000001,3.1110493916798925
360,1603300542953080892,18,-3.6720000000000006,-2.8797932657906435,3.6720000000000006,3.1110493916798925
361,1603300543003142118,18,-3.708,-2.8797932657906435,3.708,3.1110493916798925
362,1603300543053105115,19,-3.7440000000000015,-3.015056282820204,3.7440000000000015,3.3597588100890845
363,1603300543103072881,19,-3.7800000000000007,-3.015056282820204,3.7800000000000007,3.3597588100890845
364,1603300543153064966,19,-3.8160000000000003,-3.015056282820204,3.8160000000000003,3.3597588100890845
365,1603300543203121900,19,-3.8520000000000016,-3.015056282820204,3.8520000000000016,3.3597588100890845
366,1603300543253194093,19,-3.8880000000000003,-3.015056282820204,3.8880000000000003,3.3597588100890845
367,1603300543303097963,20,-3.924000000000001,-3.57356164345839,3.924000000000001,2.901609881440573
368,1603300543353116035,20,-3.9600000000000013,-3.57356164345839,3.9600000000000013,2.901609881440573
369,1603300543403095006,20,-3.9960000000000004,-3.57356164345839,3.9960000000000004,2.901609881440573
370,1603300543453069925,20,-4.032,-3.57356164345839,4.032,2.901609881440573
371,1603300543503082036,20,-4.0680000000000005,-3.57356164345839,4.0680000000000005,2.901609881440573
372,1603300543553184032,21,-4.104000000000001,-3.857177646907468,4.104000000000001,3.202679177409595
373,1603300543603205919,21,-4.140000000000001,-3.857177646907468,4.140000000000001,3.202679177409595
374,1603300543653070926,21,-4.176000000000001,-3.857177646907468,4.176000000000001,3.202679177409595
375,1603300543703114032,21,-4.2120000000000015,-3.857177646907468,4.2120000000000015,3.202679177409595
376,1603300543753108024,21,-4.248,-3.857177646907468,4.248,3.202679177409595
377,1603300543803097009,22,-4.284000000000002,-4.040437218366873,4.284000000000002,3.695734691097993
378,1603300543853115081,22,-4.32,-4.040437218366873,4.32,3.695734691097993
379,1603300543903094053,22,-4.356000000000001,-4.040437218366873,4.356000000000001,3.695734691097993
380,1603300543953097105,22,-4.392000000000002,-4.040437218366873,4.392000000000002,3.695734691097993
381,1603300544003015041,22,-4.428,-4.040437218366873,4.428,3.695734691097993
382,1603300544053165912,23,-4.464000000000001,-4.337143191205909,4.464000000000001,3.9749873714170856
383,1603300544103133916,23,-4.500000000000001,-4.337143191205909,4.500000000000001,3.9749873714170856
384,1603300544153121948,23,-4.536000000000001,-4.337143191205909,4.536000000000001,3.9749873714170856
385,1603300544203083992,23,-4.572000000000001,-4.337143191205909,4.572000000000001,3.9749873714170856
386,1603300544253145933,23,-4.608000000000001,-4.337143191205909,4.608000000000001,3.9749873714170856
387,1603300544303282022,24,-4.644,-4.005530633326987,4.644,4.616395871525001
388,1603300544353169918,24,-4.680000000000001,-4.005530633326987,4.680000000000001,4.616395871525001
389,1603300544403117895,24,-4.716000000000001,-4.005530633326987,4.716000000000001,4.616395871525001
390,1603300544453102111,24,-4.752000000000001,-4.005530633326987,4.752000000000001,4.616395871525001
391,1603300544503067016,24,-4.788,-4.005530633326987,4.788,4.616395871525001
392,1603300544553107023,25,-4.824000000000001,-4.145156973486532,4.824000000000001,4.3327798680759235
393,1603300544603094100,25,-4.860000000000001,-4.145156973486532,4.860000000000001,4.3327798680759235
394,1603300544653127908,25,-4.896,-4.145156973486532,4.896,4.3327798680759235
395,1603300544703109979,25,-4.932000000000001,-4.145156973486532,4.932000000000001,4.3327798680759235
396,1603300544753150939,25,-4.968000000000001,-4.145156973486532,4.968000000000001,4.3327798680759235
397,1603300544803133010,26,-5.004000000000001,-4.446226269455554,5.004000000000001,4.494222823885399
398,1603300544853068113,26,-5.040000000000001,-4.446226269455554,5.040000000000001,4.494222823885399
399,1603300544903156042,26,-5.0760000000000005,-4.446226269455554,5.0760000000000005,4.494222823885399
400,1603300544953141927,26,-5.112000000000002,-4.446226269455554,5.112000000000002,4.494222823885399
401,1603300545003081083,26,-5.148000000000001,-4.446226269455554,5.148000000000001,4.494222823885399
402,1603300545053152084,27,-5.184000000000002,-5.0483648613935985,5.184000000000002,4.76474885794452
403,1603300545103099107,27,-5.220000000000001,-5.0483648613935985,5.220000000000001,4.76474885794452
404,1603300545153095006,27,-5.256,-5.0483648613935985,5.256,4.76474885794452
405,1603300545203085899,27,-5.292000000000002,-5.0483648613935985,5.292000000000002,4.76474885794452
406,1603300545253076076,27,-5.328,-5.0483648613935985,5.328,4.76474885794452
407,1603300545303056001,28,-5.364000000000002,-5.480333851262195,5.364000000000002,5.40179403492245
408,1603300545353087902,28,-5.400000000000001,-5.480333851262195,5.400000000000001,5.40179403492245
409,1603300545403069972,28,-5.436000000000001,-5.480333851262195,5.436000000000001,5.40179403492245
410,1603300545453174114,28,-5.472,-5.480333851262195,5.472,5.40179403492245
411,1603300545503082036,28,-5.508000000000001,-5.480333851262195,5.508000000000001,5.40179403492245
412,1603300545553086996,29,-5.544000000000001,-5.2752576641528615,5.544000000000001,4.969825045053853
413,1603300545603146076,29,-5.580000000000002,-5.2752576641528615,5.580000000000002,4.969825045053853
414,1603300545653085947,29,-5.616,-5.2752576641528615,5.616,4.969825045053853
415,1603300545703104019,29,-5.652000000000001,-5.2752576641528615,5.652000000000001,4.969825045053853
416,1603300545753176927,29,-5.6880000000000015,-5.2752576641528615,5.6880000000000015,4.969825045053853
417,1603300545803113937,30,-5.724000000000001,-5.602506898901797,5.724000000000001,5.541420375081996
418,1603300545853180885,30,-5.760000000000002,-5.602506898901797,5.760000000000002,5.541420375081996
419,1603300545903085947,30,-5.796,-5.602506898901797,5.796,5.541420375081996
420,1603300545953088045,30,-5.832000000000001,-5.602506898901797,5.832000000000001,5.541420375081996
421,1603300546003070116,30,-5.868000000000001,-5.602506898901797,5.868000000000001,5.541420375081996
422,1603300546053028106,31,-5.904000000000001,-6.222098783359785,5.904000000000001,5.702863330891472
423,1603300546103075981,31,-5.94,-6.222098783359785,5.94,5.702863330891472
